"","lhs","op","rhs","mi","epc","sepc.lv","sepc.all","sepc.nox"
"146","Behavioral","=~","Item_20",11.9532057391479,-1.90645759272042,-0.902061008802473,-0.65114428201032,-0.65114428201032
"209","Item_2","~~","Item_10",11.9303455864909,0.497032278884808,0.497032278884808,0.225530335207868,0.225530335207868
"332","Item_14","~~","Item_31",11.8655540628271,-0.203465947128015,-0.203465947128015,-0.232419115631324,-0.232419115631324
"328","Item_14","~~","Item_19",11.5126468586484,-0.253719832426812,-0.253719832426812,-0.22842818078233,-0.22842818078233
"649","Item_20","~~","Item_9",11.3512526778454,-0.326066862272898,-0.326066862272898,-0.221905248194049,-0.221905248194049
"353","Item_15","~~","Item_7",11.2679899532308,0.262614939803313,0.262614939803313,0.219257592334505,0.219257592334505
"109","Affective","=~","Item_15",11.0953187678919,2.24426024765198,1.79769701750022,1.31907378251277,1.31907378251277
"103","Affective","=~","Item_1",10.939806229359,-2.22717140196042,-1.78400851280724,-1.28223435633666,-1.28223435633666
"350","Item_15","~~","Item_28",10.7729923956907,-0.265388353222293,-0.265388353222293,-0.224715299665877,-0.224715299665877
"660","Item_20","~~","Item_36",10.7039796466329,0.293397035419061,0.293397035419061,0.215244671149936,0.215244671149936
"675","Item_29","~~","Item_36",10.6878968938149,0.205971314027145,0.205971314027145,0.222161623327806,0.222161623327806
"159","Item_1","~~","Item_26",10.5967706855678,-0.29660523955927,-0.29660523955927,-0.223829764043362,-0.223829764043362
"724","Item_9","~~","Item_35",10.543883458689,-0.242284852396411,-0.242284852396411,-0.226933898825268,-0.226933898825268
"479","Item_27","~~","Item_35",10.5043394015822,0.239568308021754,0.239568308021754,0.231577839552566,0.231577839552566
"144","Behavioral","=~","Item_18",10.4960969780537,-1.35424570292814,-0.640775986633195,-0.463184832604663,-0.463184832604663
"448","Item_26","~~","Item_21",10.488100113685,-0.235505999621935,-0.235505999621935,-0.225290324366154,-0.225290324366154
"335","Item_14","~~","Item_10",10.474259318835,-0.371589634734385,-0.371589634734385,-0.214309048563138,-0.214309048563138
"261","Item_4","~~","Item_5",10.168849065353,0.380924068340164,0.380924068340164,0.209717216080678,0.209717216080678
"194","Item_2","~~","Item_27",9.92612261925583,-0.371935887985121,-0.371935887985121,-0.212951580969023,-0.212951580969023
"765","Item_22","~~","Item_36",9.91299015601876,-0.180180894885462,-0.180180894885462,-0.227479964742724,-0.227479964742724
"533","Item_6","~~","Item_20",9.90217639053421,0.276923930434658,0.276923930434658,0.207404766622737,0.207404766622737
"687","Item_30","~~","Item_34",9.89801634799745,0.195268557447598,0.195268557447598,0.210012517297375,0.210012517297375
"355","Item_15","~~","Item_17",9.80829888841627,0.193222967727477,0.193222967727477,0.21117877977826,0.21117877977826
"117","Affective","=~","Item_11",9.70727182220506,-0.924272042911721,-0.740360257523438,-0.627588475888248,-0.627588475888248
"132","Behavioral","=~","Item_14",9.68998689456856,-1.79193211402362,-0.847872041137367,-0.604622610604026,-0.604622610604026
"612","Item_18","~~","Item_29",9.66974454089489,-0.157631770232837,-0.157631770232837,-0.230671290121703,-0.230671290121703
"374","Item_15","~~","Item_36",9.56002051753002,-0.286848955099015,-0.286848955099015,-0.202713345202967,-0.202713345202967
"224","Item_3","~~","Item_16",9.47147193599537,0.19594196905961,0.19594196905961,0.21091798279271,0.21091798279271
"428","Item_25","~~","Item_35",9.40652385581837,0.232854233378738,0.232854233378738,0.217321477832243,0.217321477832243
"551","Item_7","~~","Item_17",9.38348529512195,0.140734143607832,0.140734143607832,0.206535875182434,0.206535875182434
"655","Item_20","~~","Item_23",9.35029610879395,-0.150807190366689,-0.150807190366689,-0.206272778932493,-0.206272778932493
"631","Item_19","~~","Item_31",9.20376159884732,0.144894233840389,0.144894233840389,0.207144175782238,0.207144175782238
"650","Item_20","~~","Item_10",9.16262441746136,-0.357676353354476,-0.357676353354476,-0.199091742266801,-0.199091742266801
"376","Item_16","~~","Item_26",9.14336172965799,-0.220514601332779,-0.220514601332779,-0.212370834846958,-0.212370834846958
"102","Cognitive","=~","Item_36",9.07357861939199,1.2318773136058,0.747697272482027,0.628990639345071,0.628990639345071
"569","Item_7","~~","Item_35",8.84638225327347,-0.171196821846405,-0.171196821846405,-0.204216454061068,-0.204216454061068
"377","Item_16","~~","Item_27",8.84234962078084,-0.236959081121069,-0.236959081121069,-0.207250195688399,-0.207250195688399
"672","Item_29","~~","Item_33",8.80689004354209,-0.108204884918379,-0.108204884918379,-0.204123182263701,-0.204123182263701
"485","Item_28","~~","Item_17",8.74349525511075,-0.139943052727834,-0.139943052727834,-0.208287371158961,-0.208287371158961
"304","Item_13","~~","Item_9",8.69251689191846,0.258548779608851,0.258548779608851,0.194858063066416,0.194858063066416
"628","Item_19","~~","Item_20",8.68654646486561,-0.227282366006439,-0.227282366006439,-0.197490908577332,-0.197490908577332
"301","Item_13","~~","Item_30",8.6718302727923,-0.274663480446583,-0.274663480446583,-0.193970101156962,-0.193970101156962
"540","Item_6","~~","Item_11",8.63539803087645,-0.242109580843291,-0.242109580843291,-0.192057708909769,-0.192057708909769
"447","Item_26","~~","Item_12",8.38143158895709,-0.251393308679801,-0.251393308679801,-0.198160077265678,-0.198160077265678
"317","Item_14","~~","Item_16",8.36374327432861,0.226220115070131,0.226220115070131,0.195585760474811,0.195585760474811
"299","Item_13","~~","Item_20",8.25579602411391,-0.256215113243924,-0.256215113243924,-0.190127823366996,-0.190127823366996
"610","Item_18","~~","Item_19",8.15079075306168,-0.158782932858013,-0.158782932858013,-0.204938432942666,-0.204938432942666
"259","Item_4","~~","Item_27",8.02817346288726,-0.345353830123189,-0.345353830123189,-0.191153508009192,-0.191153508009192
"754","Item_21","~~","Item_23",8.01958352222119,0.116636662893297,0.116636662893297,0.19733501828674,0.19733501828674
"387","Item_16","~~","Item_29",7.98701362405548,-0.15940189734598,-0.15940189734598,-0.195556031272672,-0.195556031272672
"290","Item_13","~~","Item_27",7.94912929846263,-0.249032366224436,-0.249032366224436,-0.193698476536256,-0.193698476536256
"315","Item_13","~~","Item_36",7.90883331653336,-0.228515128703296,-0.228515128703296,-0.185654989026079,-0.185654989026079
"575","Item_8","~~","Item_29",7.84413513008228,-0.140481285866264,-0.140481285866264,-0.203230145293538,-0.203230145293538
"314","Item_13","~~","Item_35",7.79465347478676,-0.189707050014127,-0.189707050014127,-0.193747722255649,-0.193747722255649
"414","Item_25","~~","Item_29",7.78914832786051,0.195748373164305,0.195748373164305,0.195159674125647,0.195159674125647
"121","Affective","=~","Item_23",7.78683763073977,-0.475979915321141,-0.381269362614273,-0.508981851445835,-0.508981851445835
"480","Item_27","~~","Item_36",7.77440491645638,0.245625076702858,0.245625076702858,0.188876909346424,0.188876909346424
"325","Item_14","~~","Item_8",7.56779245123168,0.186909443770408,0.186909443770408,0.19055887690335,0.19055887690335
"83","Cognitive","=~","Item_17",7.56674885688484,-1.5054686027981,-0.913755579136895,-0.890317858167952,-0.890317858167952
"347","Item_15","~~","Item_25",7.5633058492832,-0.283839674249401,-0.283839674249401,-0.185409417889095,-0.185409417889095
"490","Item_28","~~","Item_30",7.38935811195489,0.221053294893639,0.221053294893639,0.184921894786674,0.184921894786674
"300","Item_13","~~","Item_29",7.32550185593918,-0.169837768938932,-0.169837768938932,-0.185293771936277,-0.185293771936277
"478","Item_27","~~","Item_34",7.26559438932059,-0.157370840418747,-0.157370840418747,-0.186411913017491,-0.186411913017491
"718","Item_9","~~","Item_21",7.22057334773194,0.215164954839592,0.215164954839592,0.181126356153726,0.181126356153726
"348","Item_15","~~","Item_26",7.17216521846989,-0.2459440899528,-0.2459440899528,-0.183223060350576,-0.183223060350576
"196","Item_2","~~","Item_5",7.08249554036209,0.307731273985632,0.307731273985632,0.175251640673034,0.175251640673034
"93","Cognitive","=~","Item_11",7.01888558540588,-1.10136761860465,-0.668483423905509,-0.566659931975258,-0.566659931975258
"711","Item_32","~~","Item_33",6.85581767386952,0.0951308452671458,0.0951308452671458,0.181542237391617,0.181542237391617
"252","Item_3","~~","Item_36",6.85485182320417,-0.185082632555906,-0.185082632555906,-0.175160582702059,-0.175160582702059
"504","Item_28","~~","Item_36",6.85042335210245,0.185377971202269,0.185377971202269,0.178405098046767,0.178405098046767
"638","Item_19","~~","Item_22",6.8224708915819,0.126083360154752,0.126083360154752,0.188537118855911,0.188537118855911
"421","Item_25","~~","Item_12",6.8072145337595,-0.255017158930081,-0.255017158930081,-0.176257173273035,-0.176257173273035
"682","Item_30","~~","Item_21",6.72843058545236,-0.219513245878587,-0.219513245878587,-0.173152525104208,-0.173152525104208
"195","Item_2","~~","Item_28",6.71249556255787,0.246040762897216,0.246040762897216,0.1763042654477,0.1763042654477
"539","Item_6","~~","Item_10",6.70228404706362,-0.273247716707997,-0.273247716707997,-0.170001147546816,-0.170001147546816
"122","Affective","=~","Item_24",6.67895790563772,-0.701382118215986,-0.561821002427873,-0.502335937557331,-0.502335937557331
"158","Item_1","~~","Item_25",6.65025663910488,-0.263923558138426,-0.263923558138426,-0.174635336202336,-0.174635336202336
"321","Item_14","~~","Item_28",6.63650486795774,-0.196887924617104,-0.196887924617104,-0.179321094773609,-0.179321094773609
"97","Cognitive","=~","Item_23",6.57983756047239,-0.613808986876397,-0.372556016937333,-0.497349826295619,-0.497349826295619
"637","Item_19","~~","Item_21",6.57233742735109,0.162106225226577,0.162106225226577,0.174232939303387,0.174232939303387
"541","Item_6","~~","Item_12",6.47594157445131,-0.219918444784507,-0.219918444784507,-0.167876918986344,-0.167876918986344
"482","Item_28","~~","Item_6",6.4458128478953,-0.176354479527134,-0.176354479527134,-0.17326753233927,-0.17326753233927
"241","Item_3","~~","Item_9",6.38022457087496,0.192713679137184,0.192713679137184,0.169187190302999,0.169187190302999
"625","Item_18","~~","Item_34",6.33801394000059,-0.106400656472343,-0.106400656472343,-0.178608636462514,-0.178608636462514
"215","Item_2","~~","Item_24",6.29378879114987,-0.253223023335227,-0.253223023335227,-0.164289028568898,-0.164289028568898
"444","Item_26","~~","Item_9",6.16676904016439,-0.215632529247726,-0.215632529247726,-0.169371601544833,-0.169371601544833
"334","Item_14","~~","Item_9",6.15342931415532,-0.233282293087929,-0.233282293087929,-0.164496470522847,-0.164496470522847
"311","Item_13","~~","Item_24",6.13577783256713,0.186043013616322,0.186043013616322,0.163974518487239,0.163974518487239
"549","Item_6","~~","Item_36",6.03385461431418,-0.1967637171803,-0.1967637171803,-0.161344438077924,-0.161344438077924
"725","Item_9","~~","Item_36",6.02640747928676,-0.217103238126407,-0.217103238126407,-0.161762535158683,-0.161762535158683
"310","Item_13","~~","Item_23",5.95016404684954,0.109058836741098,0.109058836741098,0.165194548534152,0.165194548534152
"489","Item_28","~~","Item_29",5.91904615851509,0.133709621994315,0.133709621994315,0.172801168885275,0.172801168885275
"171","Item_1","~~","Item_30",5.87434340879928,-0.25559042399145,-0.25559042399145,-0.159041744051376,-0.159041744051376
"458","Item_27","~~","Item_6",5.79821633975011,0.208011200556058,0.208011200556058,0.16329558540123,0.16329558540123
"588","Item_8","~~","Item_34",5.78179342348889,-0.10124122696347,-0.10124122696347,-0.16801010736769,-0.16801010736769
"555","Item_7","~~","Item_29",5.73795103277653,-0.12771528517127,-0.12771528517127,-0.162746374130993,-0.162746374130993
"758","Item_21","~~","Item_35",5.69700429210419,-0.150883855074997,-0.150883855074997,-0.172119521868639,-0.172119521868639
"465","Item_27","~~","Item_29",5.63760897533478,0.162153534990414,0.162153534990414,0.167443180407969,0.167443180407969
"286","Item_13","~~","Item_15",5.60212179324517,0.218662064713374,0.218662064713374,0.156302800141767,0.156302800141767
"644","Item_19","~~","Item_36",5.59703999780702,-0.165752670501396,-0.165752670501396,-0.157685817671536,-0.157685817671536
"735","Item_10","~~","Item_36",5.55748753165813,-0.25448772479264,-0.25448772479264,-0.155088855561092,-0.155088855561092
"568","Item_7","~~","Item_34",5.43805292896856,0.106336765069181,0.106336765069181,0.155439089653116,0.155439089653116
"368","Item_15","~~","Item_22",5.42261114479711,0.148595065532091,0.148595065532091,0.165059470499983,0.165059470499983
"298","Item_13","~~","Item_19",5.34050385461678,0.161101350360514,0.161101350360514,0.155022782048905,0.155022782048905
"439","Item_26","~~","Item_20",5.34005778938272,0.204176468771859,0.204176468771859,0.157905424373551,0.157905424373551
"81","Cognitive","=~","Item_7",5.33812430079476,-1.5183202208902,-0.92155596614647,-0.924971478098528,-0.924971478098528
"570","Item_7","~~","Item_36",5.33549008659528,-0.15922405713609,-0.15922405713609,-0.151092271631785,-0.151092271631785
"734","Item_10","~~","Item_35",5.29187833721799,-0.209360888027101,-0.209360888027101,-0.160387593817255,-0.160387593817255
"498","Item_28","~~","Item_22",5.29123372506078,-0.112987412974529,-0.112987412974529,-0.17091736626475,-0.17091736626475
"437","Item_26","~~","Item_18",5.25852181518026,-0.145414022264443,-0.145414022264443,-0.167045920401111,-0.167045920401111
"407","Item_25","~~","Item_6",5.2047361442874,0.202596282007764,0.202596282007764,0.153557160867501,0.153557160867501
"280","Item_4","~~","Item_24",5.20289804597487,-0.237857407115942,-0.237857407115942,-0.149185723421156,-0.149185723421156
"475","Item_27","~~","Item_23",5.20104907006801,-0.110731061584313,-0.110731061584313,-0.158751855992803,-0.158751855992803
"285","Item_13","~~","Item_14",5.17231080263104,-0.197744996651001,-0.197744996651001,-0.152040866289378,-0.152040866289378
"292","Item_13","~~","Item_5",5.13266247363526,-0.195018690580784,-0.195018690580784,-0.15087744474698,-0.15087744474698
"430","Item_26","~~","Item_27",5.09089737904988,0.201011367500824,0.201011367500824,0.162945156638892,0.162945156638892
"356","Item_15","~~","Item_18",5.07365652066118,0.163226005993515,0.163226005993515,0.156496962833233,0.156496962833233
"181","Item_1","~~","Item_24",5.05381463398566,0.190901450002831,0.190901450002831,0.148253482365374,0.148253482365374
"214","Item_2","~~","Item_23",5.04653580571423,0.134892453364423,0.134892453364423,0.150405901594156,0.150405901594156
"322","Item_14","~~","Item_5",5.01397513063701,0.206735760159207,0.206735760159207,0.149645137209694,0.149645137209694
"710","Item_32","~~","Item_24",5.00805214822977,-0.129855885406376,-0.129855885406376,-0.15371142013175,-0.15371142013175
"663","Item_29","~~","Item_32",5.00181699810017,0.11082137647749,0.11082137647749,0.162379643986822,0.162379643986822
"647","Item_20","~~","Item_31",4.96202936124863,-0.13571071106652,-0.13571071106652,-0.149616791422189,-0.149616791422189
"260","Item_4","~~","Item_28",4.78406909485404,0.214435320062366,0.214435320062366,0.148544743211528,0.148544743211528
"401","Item_16","~~","Item_35",4.73491125479949,-0.13287557500136,-0.13287557500136,-0.15259822222392,-0.15259822222392
"137","Behavioral","=~","Item_27",4.72945324916275,-1.31759288381975,-0.623433309247336,-0.381478683166079,-0.381478683166079
"720","Item_9","~~","Item_23",4.7087908053661,0.106051439912969,0.106051439912969,0.147323285843786,0.147323285843786
"471","Item_27","~~","Item_11",4.69726993189765,-0.196286852344767,-0.196286852344767,-0.146018594087925,-0.146018594087925
"463","Item_27","~~","Item_19",4.67576650788704,-0.163738800429593,-0.163738800429593,-0.149129117441246,-0.149129117441246
"759","Item_21","~~","Item_36",4.65342212128628,-0.159989048716601,-0.159989048716601,-0.145183127394869,-0.145183127394869
"318","Item_14","~~","Item_25",4.65225782548958,-0.210012410654288,-0.210012410654288,-0.147558818296976,-0.147558818296976
"288","Item_13","~~","Item_25",4.63056553283281,-0.19509492383185,-0.19509492383185,-0.146509996783585,-0.146509996783585
"576","Item_8","~~","Item_30",4.62633567542027,-0.157646249238065,-0.157646249238065,-0.147625242312787,-0.147625242312787
"690","Item_31","~~","Item_32",4.6172565616615,0.0926521373134931,0.0926521373134931,0.151921112325401,0.151921112325401
"594","Item_17","~~","Item_29",4.50700299501078,-0.0904046461515383,-0.0904046461515383,-0.150804920081725,-0.150804920081725
"509","Item_5","~~","Item_18",4.42589133960565,0.143870460504363,0.143870460504363,0.149294209525977,0.149294209525977
"279","Item_4","~~","Item_23",4.41127806359915,0.130283157551034,0.130283157551034,0.140433497388437,0.140433497388437
"705","Item_32","~~","Item_11",4.32554671884649,-0.13422392108194,-0.13422392108194,-0.141681737730335,-0.141681737730335
"592","Item_17","~~","Item_19",4.26532946096011,0.0970837069194743,0.0970837069194743,0.142837062587867,0.142837062587867
"384","Item_16","~~","Item_18",4.23328208681329,0.117667528035003,0.117667528035003,0.145843463815937,0.145843463815937
"360","Item_15","~~","Item_30",4.23267451296827,-0.219075596417883,-0.219075596417883,-0.134575275475703,-0.134575275475703
"293","Item_13","~~","Item_6",4.23165470020199,-0.163836154079604,-0.163836154079604,-0.135888583193603,-0.135888583193603
"126","Affective","=~","Item_36",4.20238491692195,0.598145851168609,0.479126702797029,0.403059128621929,0.403059128621929
"446","Item_26","~~","Item_11",4.16028145558573,-0.168691442046943,-0.168691442046943,-0.138180237008716,-0.138180237008716
"659","Item_20","~~","Item_35",4.12349134199173,0.152132543329217,0.152132543329217,0.140300843138686,0.140300843138686
"664","Item_29","~~","Item_9",4.03791007204785,-0.136637024386971,-0.136637024386971,-0.136714607000832,-0.136714607000832
"608","Item_17","~~","Item_35",3.97354214107674,-0.0906631858842891,-0.0906631858842891,-0.141573616077199,-0.141573616077199
"163","Item_1","~~","Item_6",3.95144754694658,-0.17899246895149,-0.17899246895149,-0.130809914656437,-0.130809914656437
"559","Item_7","~~","Item_9",3.94643287239764,0.147781724305426,0.147781724305426,0.130088383402006,0.130088383402006
"127","Behavioral","=~","Item_1",3.87660365733365,1.18034978349854,0.558495253452314,0.401411650609586,0.401411650609586
"445","Item_26","~~","Item_10",3.87629129042064,-0.208702641555391,-0.208702641555391,-0.134077644583323,-0.134077644583323
"574","Item_8","~~","Item_20",3.78420705677966,0.13656927347156,0.13656927347156,0.134380743456411,0.134380743456411
"507","Item_5","~~","Item_8",3.75177323876022,0.131625428036478,0.131625428036478,0.135030224113259,0.135030224113259
"534","Item_6","~~","Item_29",3.69351237768531,-0.119275022513646,-0.119275022513646,-0.131338897636248,-0.131338897636248
"476","Item_27","~~","Item_24",3.65205256983593,-0.1556347849317,-0.1556347849317,-0.129832723041072,-0.129832723041072
"729","Item_10","~~","Item_22",3.61274976053035,0.143283141195942,0.143283141195942,0.137251101231553,0.137251101231553
"114","Affective","=~","Item_28",3.61139580072052,-1.10016285647071,-0.881252291444861,-0.65071614451183,-0.65071614451183
"156","Item_1","~~","Item_15",3.59958232328893,0.198090241796023,0.198090241796023,0.124763937872368,0.124763937872368
"395","Item_16","~~","Item_21",3.58006784941987,0.124598064960643,0.124598064960643,0.128603449224318,0.128603449224318
"755","Item_21","~~","Item_24",3.57663979491192,0.129769715659466,0.129769715659466,0.127752843664792,0.127752843664792
"536","Item_6","~~","Item_31",3.54478916531721,-0.102415126034506,-0.102415126034506,-0.12620094530302,-0.12620094530302
"630","Item_19","~~","Item_30",3.5384062142192,0.151604933742223,0.151604933742223,0.125368272538634,0.125368272538634
"245","Item_3","~~","Item_21",3.52396073516928,0.11984025863903,0.11984025863903,0.128136223697311,0.128136223697311
"518","Item_5","~~","Item_11",3.51342560476492,-0.166835716789788,-0.166835716789788,-0.123447886164678,-0.123447886164678
"349","Item_15","~~","Item_27",3.49458467018305,-0.187838565523502,-0.187838565523502,-0.127084496992124,-0.127084496992124
"656","Item_20","~~","Item_24",3.46550732658439,-0.154299291097341,-0.154299291097341,-0.122803840678685,-0.122803840678685
"730","Item_10","~~","Item_23",3.4378120539152,0.1105696999877,0.1105696999877,0.125629915309982,0.125629915309982
